"sep=	"
Shimmer_001_Timestamp_Unix_CAL	Shimmer_001_Accel_LN_X_CAL	Shimmer_001_Accel_LN_Y_CAL	Shimmer_001_Accel_LN_Z_CAL	Shimmer_001_Accel_WR_X_CAL	Shimmer_001_Accel_WR_Y_CAL	Shimmer_001_Accel_WR_Z_CAL	Shimmer_001_Battery_CAL	Shimmer_001_ECG_EMG_Status1_CAL	Shimmer_001_EMG_CH1_24BIT_CAL	Shimmer_001_EMG_CH2_24BIT_CAL	Shimmer_001_Gyro_X_CAL	Shimmer_001_Gyro_Y_CAL	Shimmer_001_Gyro_Z_CAL	Shimmer_001_Mag_X_CAL	Shimmer_001_Mag_Y_CAL	Shimmer_001_Mag_Z_CAL	Shimmer_001_Pressure_BMP180_CAL	Shimmer_001_Temperature_BMP180_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	mV	no_units	mV	mV	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	kPa	Degrees Celsius	
1501504435534.91	0.301204819277108	9.28915662650602	5.37349397590361	0.637645616186389	10.790925812385	4.77743715511956	4001.4652014652	128.0	10.7962231790491	8.58588758141449	40.9923664122137	-23.4045801526718	-34.7480916030534	-0.394545454545455	-0.222727272727273	0.0255102040816327	101.281936331265	33.584453162484	
1501504435554.44	-0.072289156626506	8.8433734939759	5.48192771084337	0.058859595340282	10.3887185775598	5.17964438994482	4001.4652014652	128.0	10.9423175584059	8.6980847952467	42.381679389313	-5.20610687022901	-39.3129770992366	-0.392727272727273	-0.237272727272727	0.026530612244898	101.287889756837	33.584453162484	
1501504435573.97	-0.325301204819277	8.2289156626506	4.32530120481928	-0.255058246474555	9.78050275904353	4.63028816676885	4002.9304029304	128.0	11.0449706766968	8.85307417548587	33.4045801526718	20.0610687022901	-43.4503816793893	-0.393636363636364	-0.244545454545455	0.0275510204081633	101.281936331265	33.584453162484	
1501504435593.51	-0.91566265060241	7.55421686746988	3.91566265060241	-0.77498467198038	9.13304721030043	3.96321275291232	4001.4652014652	128.0	11.1875551367865	9.00301504171074	8.3969465648855	25.206106870229	-49.1908396946565	-0.391818181818182	-0.249090909090909	0.0255102040816327	101.287889756837	33.584453162484	
1501504435613.04	-1.31325301204819	6.96385542168675	4.03614457831325	-1.38320049049663	8.32863274064991	3.73758430410791	4001.4652014652	128.0	11.277803334928	9.10198995693405	8.85496183206107	15.7557251908397	-45.587786259542	-0.390909090909091	-0.250909090909091	0.0326530612244898	101.278959619649	33.584453162484	
1501504435632.57	-1.1566265060241	7.51807228915663	4.57831325301205	-1.47148988350705	8.29920294297977	3.98283261802575	4002.9304029304	128.0	11.4049056853738	9.24498310625352	32.5343511450382	-27.969465648855	-31.9083969465649	-0.390909090909091	-0.263636363636364	0.0316326530612245	101.281936331265	33.584453162484	
1501504435652.1	-0.927710843373494	7.60240963855422	5.25301204819277	-1.2164316370325	8.51502145922747	4.47332924586144	4001.4652014652	128.0	11.4857540312315	9.33321189878924	16.4580152671756	-15.5572519083969	-30.0610687022901	-0.392727272727273	-0.269090909090909	0.0326530612244898	101.287889756837	33.584453162484	
1501504435671.63	-1.0	7.60240963855422	5.32530120481928	-1.26548129981606	8.67198038013489	4.86572654812998	4001.4652014652	128.0	11.5531877541369	9.40785778457218	-10.1832061068702	-8.85496183206107	-28.2290076335878	-0.395454545454545	-0.277272727272727	0.0346938775510204	101.281936331265	33.584453162484	
1501504435691.16	-1.26506024096386	7.34939759036145	5.49397590361446	-1.41263028816677	8.42673206621704	5.0226854690374	4001.4652014652	128.0	11.6713710631574	9.54635535236462	-19.3587786259542	-13.5267175572519	-23.3129770992366	-0.397272727272727	-0.277272727272727	0.0316326530612245	101.287889756837	33.584453162484	
